Sample,FFT_#,q#,Vol_wt
GA,7,4,3202.252475
GA,8,6,5072.792858
GA,9,6,15162.67421
GA,7,6,8650.597899
GA,11,7,9484.426934
GA,8,5,2799.31973
GA,10,10,48823.09715
GA,8,5,11422.34108
GA,9,11,59489.37495
GA,11,5,23050.96782
GA,2,2,1755.518929
GA,3,2,2003.240033
GA,6,3,15017.94899
GA,12,6,12703.86315
GA,9,8,13464.82835
GA,9,5,25045.49805
GA,2,2,623.8840158
GA,9,8,27124.60615
GA,9,7,4047.070736
GA,8,3,21186.43341
GA,9,7,4906.950092
GA,8,6,24810.86061
GA,9,5,15009.69327
GA,9,7,33716.29201
GA,4,3,4536.433197
GA,7,5,6047.545983
GA,9,4,17003.83
GA,8,3,5610.919263
GA,10,8,43347.15488
GA,11,9,91276.98472
GA,12,10,214082.249
GA,13,9,124633.9539
GA,8,5,6084.167665
GA,5,3,4726.094618
GA,8,5,19150.78722
GA,9,6,68378.54608
GA,8,5,15507.73093
GA,8,6,3556.240332
GA,9,2,18275.63893
GA,8,6,17085.64908
GA,8,5,29832.46901
GA,8,5,14857.22663
GA,6,4,8036.360488
GA,10,6,41190.52953
GA,5,2,5009.671136
GA,7,6,2537.102769
GA,3,3,7310.371923
GA,5,3,51314.6602
GA,11,12,111881.2039
GA,4,2,14078.48085
GA,10,5,5524.910788
GA,8,5,13405.16
GA,9,4,3229.421161
GA,9,7,2039.207763
GA,10,6,93485.8333
GA,8,5,23562.40375
GA,10,8,14989.05876
GA,7,6,4415.097131
GA,8,5,19753.8202
GA,10,8,6157.631757
GA,9,6,50002.05525
GA,8,4,2408.132375
GA,7,5,1934.034984
GA,11,15,22415.77748
GA,7,2,3597.185135
GA,8,4,53153.59724
GA,8,5,7155.041576
GA,11,8,14394.8147
GA,8,8,10285.16526
GA,9,4,5673.478255
GA,7,4,57185.51574
GA,10,9,48786.42485
GA,10,8,9988.210557
GA,7,5,20817.0949
GA,12,9,117343.0787
GA,8,5,23041.44445
GA,9,5,2628.939378
GA,10,6,6111.684307
GA,7,5,2144.061806
GA,10,5,30165.22996
GA,10,12,5913.903318
GA,10,4,13880.95864
GA,6,4,5640.681186
GA,9,5,54492.98866
GA,9,11,4398.63743
GA,8,5,50434.21031
GA,11,11,113951.6729
GA,5,3,1569.229297
GA,8,6,1929.865163
GA,11,15,33559.64986
GA,7,5,43835.94426
GA,10,5,7365.649228
GA,7,4,536.0082626
GA,7,7,15935.30311
GA,8,6,10274.25227
GA,10,6,6215.995927
GA,7,5,916.0301393
GA,10,5,49423.70667
GA,5,5,8767.651839
GA,8,7,7816.16337
GA,12,5,51364.38886
GA,12,12,52369.11671
GA,9,5,8585.413005
GA,8,6,2992.498767
GA,10,5,42322.52834
GA,7,5,4151.514251
GA,10,6,8435.092452
GA,4,2,1659.522232
GA,10,7,1763.599126
GA,8,8,4379.459135
GA,8,4,6035.356053
GA,8,6,17862.88665
GA,9,5,7486.441533
GA,8,8,8633.427725
GA,10,9,20075.84934
GA,7,3,3256.666251
GA,9,4,4103.199708
GA,6,5,4895.581059
GA,8,3,5826.366008
GA,7,7,11365.86148
GA,9,5,5649.620526
GA,8,8,9726.302595
GA,6,6,5188.235498
GA,10,7,42141.89522
GA,5,3,1100.48897
GA,11,6,53159.91402
GA,9,4,18624.94675
GA,8,5,3396.548616
GA,9,5,13369.4007
GA,10,12,87491.35701
GA,10,10,59495.87478
GA,11,5,10872.87398
GA,8,6,12045.91697
GA,11,6,44801.13868
GA,8,5,31847.35776
GA,8,4,27285.65283
GA,8,3,398.5870235
GA,4,3,3775.536645
GA,8,5,2073.253302
GA,8,6,4895.581059
GA,7,7,9733.446898
GA,9,5,11501.57183
GA,10,6,10643.84557
GA,9,6,13796.59506
GA,6,5,21066.15944
GA,8,9,25094.4654
GA,5,3,7515.922026
GA,7,3,5115.983314
GA,7,5,32246.00381
GA,9,12,5365.941465
GA,12,9,22302.63568
GA,7,7,5243.370938
GA,8,8,20761.88007
GA,9,9,5067.043874
GA,3,3,1427.557439
GA,11,8,14220.133
GA,4,3,3014.227137
GA,9,7,4861.52421
GA,7,5,708.6252472
GA,9,10,4658.86086
GA,5,3,2274.820531
GA,10,6,4864.360312
GA,9,5,14411.09909
GA,7,6,7753.154163
GA,5,2,8843.670685
GA,9,7,7473.352145
GA,4,3,7443.927489
GA,7,3,7388.454565
GA,7,8,22401.62326
GA,8,4,1423.791
GA,11,9,6793.790316
GA,11,8,30368.60428
GA,7,5,11249.43156
GA,11,5,49190.5447
GA,10,4,5802.292878
GA,5,3,5231.747612
GA,11,5,54055.85864
GA,11,5,6081.114641
GA,9,4,22699.46127
GA,9,8,4338.458372
GA,9,6,79074.66227
GA,6,4,17862.88665
GA,10,4,91420.20166
GA,8,7,15253.88481
GA,8,5,17453.29322
GA,10,6,22874.98736
GA,10,5,51426.62803
GA,8,5,5688.407684
GA,6,4,25089.56899
GA,7,2,4121.966559
GA,10,5,6866.813333
GA,5,3,1517.021254
GA,8,6,3607.445149
GA,9,4,16269.115
GA,13,12,26299.27099
GA,10,4,13325.73854
GA,8,4,769.1288096
GA,12,9,5694.382581
GA,10,8,25261.2208
GA,8,5,4511.525613
GA,11,10,12003.74757
GA,11,11,8940.740055
GA,9,9,12872.12813
GA,7,15,29114.00678
GA,12,8,64220.50643
GA,11,10,3705.404228
GA,7,8,7052.110392
GA,8,5,11055.02442
GA,8,5,17120.14142
GA,10,7,23591.19575
GA,10,5,17431.59427
GA,11,9,9466.721568
GA,12,7,6148.431993
GA,4,3,2144.061806
GA,9,5,14914.85588
GA,10,5,78422.01279
GA,8,5,4603.078129
GA,5,3,2141.905523
GA,9,11,10665.94053
GA,5,3,2341.159143
GA,11,11,32876.49178
GA,5,3,20844.71858
GA,8,4,28590.51281
GA,4,4,8100.128717
GA,7,5,62101.39321
GA,9,5,6370.464651
GA,8,7,3043.280413
GA,10,4,41225.19076
GA,9,7,8194.407999
GA,8,7,3128.544725
GA,9,5,13017.49851
GA,7,6,9283.247898
GA,9,6,69524.45421
GA,9,5,9765.619498
GA,8,6,18980.91735
GA,10,6,1209.318941
GA,15,10,97354.83761
GA,9,10,18258.01206
GA,4,3,3469.753425
GA,10,7,3983.241388
GA,10,5,8090.048091
GA,9,5,10706.48321
GA,9,4,28070.20373
GA,9,6,10999.15787
GA,10,6,13532.56253
GA,9,5,5856.500723
GA,5,5,725.0987479
GA,8,5,58278.48441
GA,9,10,6952.866655
GA,9,9,6551.226106
GA,5,3,2642.807576
GA,9,10,28892.93425
GA,4,3,8056.481253
GA,8,5,32006.62731
GA,5,3,8016.259503
GA,9,5,27089.41928
GA,5,3,7242.277545
GA,12,6,28060.02936
GA,10,6,63064.73285
GA,10,6,11494.01867
GA,9,4,24908.5382
GA,14,7,49159.87985
GA,6,7,65140.7221
GA,7,6,4589.166856
GA,8,7,3592.058781
GA,13,9,72832.26727
GA,10,5,8326.326229
GA,10,5,42708.0011
GA,8,5,15532.77347
GA,7,4,1871.827807
GA,7,8,52131.40495
GA,8,8,5220.132887
GA,8,4,12061.2629
GA,3,3,3594.620504
GA,8,5,23409.05879
GA,7,11,38137.76288
GA,5,3,24198.46665
GA,9,5,8544.328196
GA,8,5,8120.299502
GA,9,4,9343.096419
GA,7,5,19244.88048
GA,8,4,11422.34108
GA,9,9,20872.35859
GA,6,5,11152.08678
GA,10,6,169079.5299
GA,8,4,10943.38574
GA,10,7,7946.033856
GA,7,3,2975.634947
GA,5,3,15009.69327
GA,5,3,17102.89042
GA,11,13,34639.4725
GA,8,6,5257.913487
GA,11,7,28800.55938
GA,9,5,9343.096419
GA,10,9,39429.16934
GA,8,9,15884.79843
GA,9,10,66512.27592
GA,6,6,2493.865045
GA,6,2,21828.60649
GA,8,6,9163.933009
GA,3,2,740.183722
GA,5,2,4884.218275
GA,10,5,16142.07829
GA,5,4,32994.53221
GA,5,2,24552.64676
GA,10,4,20385.89737
GA,9,4,10449.35561
GA,8,5,1973.780613
GA,8,5,9329.003254
GA,10,8,13369.4007
GA,6,5,563.4223287
GA,6,3,1165.024335
GA,8,8,102824.0727
GA,10,4,24620.76378
GA,8,5,18753.72919
GA,11,5,32566.07995
GA,4,3,7766.404816
GA,9,8,43594.25112
GA,12,4,22855.99054
GA,9,5,11690.94773
GA,8,8,3640.858544
GA,11,5,2668.29673
GA,9,6,5856.500723
GA,8,5,106142.0451
GA,11,7,11770.79332
GA,9,7,6308.526093
GA,9,10,21274.46616
GA,6,4,11463.81917
GA,8,6,19568.64587
GA,8,7,88936.46016
GA,7,5,4932.563811
GA,10,5,10024.27036
GA,7,7,7242.277545
GA,8,8,7939.356876
GA,8,5,8691.852066
GA,5,4,15645.63704
GA,9,5,51706.90325
GA,5,3,4519.823888
GA,7,4,4564.162955
GA,10,7,7773.03297
GA,12,8,71758.73179
GA,10,8,59156.50278
GA,9,7,9502.140148
GA,4,3,39144.73276
GA,11,8,17902.269
GA,10,8,7852.723619
GA,9,8,11279.43843
GA,10,13,46061.00387
GA,11,5,5932.067907
GA,10,4,3906.56622
GA,9,9,17514.0927
GA,5,3,5596.060658
GA,7,3,3224.475912
GA,9,8,7959.39343
GA,8,6,20034.93251
GA,5,4,4423.335895
GA,3,2,3940.875999
GA,10,6,28939.15404
GA,8,4,3177.618948
GA,11,5,30913.16695
GA,8,6,16656.48191
GA,10,8,18682.64174
GA,10,4,4135.389263
GA,7,5,22822.75663
GA,9,11,86838.45177
GA,3,2,2875.12403
GA,3,3,10420.10436
GA,8,4,22595.30357
GA,11,11,6197.545748
GA,8,6,26150.12511
GA,11,9,30113.15324
GA,8,5,7365.649228
GA,9,7,16840.57742
GA,10,4,19871.54374
GA,6,6,84713.12887
GA,7,5,2707.85064
GA,8,6,27250.39644
GA,9,5,1909.070423
GA,7,3,1093.584587
GA,8,4,4658.86086
GA,6,6,1808.262451
GA,7,5,943.795687
GA,7,8,1263.194983
GA,9,4,17718.73359
GA,9,7,7776.349239
GA,9,5,5510.125914
GA,13,8,9651.388282
GA,4,2,4597.50994
GA,7,4,21781.85595
GA,10,7,5962.386176
GA,8,4,2437.348343
GA,8,4,25423.4171
GA,8,10,3419.211719
GA,8,3,27305.80488
GA,12,16,10336.15452
GA,8,7,1403.134142
GA,5,2,11460.0482
GA,9,2,21260.56057
GA,7,5,5904.826634
GA,7,5,10928.52959
GA,9,4,22227.3153
GA,6,5,13159.46323
GA,12,10,35312.54855
GA,8,7,9279.729908
GA,6,3,3376.444603
GA,4,3,4346.646768
GA,6,2,5916.928104
GA,8,4,7986.138006
GA,9,5,22288.50954
GA,12,8,6491.825041
GA,9,6,28075.28682
GA,9,7,110039.7886
GA,13,8,27958.39423
GA,8,5,1699.301628
GA,10,8,16332.75582
GA,8,3,10802.51431
GA,9,4,6305.435987
GA,9,5,2839.505515
GA,7,4,1878.01853
GA,9,6,27644.10364
GA,8,7,3055.41134
GA,9,7,890.1514457
GA,7,7,11950.14752
GA,3,2,13800.6066
GA,8,4,6090.277984
GA,7,4,2693.867306
GA,9,6,30928.92485
GA,2,2,755.3718785
GA,9,5,12770.2987
GA,12,6,22373.328
GA,7,6,7453.732385
GA,5,4,6965.645014
GA,7,6,5150.622935
GA,9,7,38713.73438
GA,9,6,8523.811971
GA,8,8,37654.4342
GA,10,7,32230.01097
GA,7,8,3517.997737
GA,10,6,14082.52315
GA,9,8,15191.67548
GA,10,7,124416.7295
GA,8,5,18691.52225
GA,9,7,17409.90431
GA,9,6,24067.90442
GA,10,6,54626.28575
GA,6,3,4448.080415
GA,9,6,6476.222885
GA,8,5,6629.65834
GA,10,6,14050.20647
GA,4,4,30441.72365
GA,12,6,63524.84988
GA,9,5,19771.91165
GA,7,2,24242.03969
GA,7,3,3222.003128
GA,14,5,111566.8667
GA,10,12,23060.49251
GA,7,7,1584.812061
GA,10,5,13552.50611
GA,7,8,10828.4184
GA,9,4,10540.94669
GA,8,7,8476.001707
GA,11,4,11040.11789
GA,9,6,10027.87678
GA,7,5,4384.935447
GA,6,3,4076.438803
GA,10,6,22091.01511
GA,6,5,88086.35054
GA,10,5,23131.97582
GA,3,2,6017.086538
GA,11,12,9031.188944
GA,7,3,23927.92959
GA,7,5,19717.63765
GA,9,7,2441.855386
GA,13,6,107316.8302
GA,8,6,19744.77046
GA,8,5,17133.07864
GA,10,5,33166.38692
GA,8,5,67028.19132
GA,9,8,10713.85981
GA,14,13,37772.24264
GA,8,5,4989.641797
GA,10,12,7424.330609
GA,9,8,4698.040068
GA,9,5,33743.33554
GA,6,5,19038.97321
GA,4,3,16896.36587
GA,9,8,29682.08907
GA,9,6,64864.91652
GA,8,5,22855.99054
GA,8,7,2345.606137
GA,11,6,55600.58089
GA,13,6,47532.27835
GA,11,6,7007.232957
GA,4,2,6551.226106
GA,11,10,11399.73871
GA,8,3,19568.64587
GA,7,6,5389.393578
GA,9,4,13432.99519
GA,4,3,766.0645808
GA,7,5,24664.58867
GA,9,4,35400.42769
GA,7,5,1771.693497
GA,9,11,23380.34539
GA,9,5,15295.40475
GA,7,3,1567.286152
GA,7,5,18864.9791
GA,8,6,24606.16416
GA,9,4,16294.56443
GA,7,2,6454.404254
GA,8,10,17858.5148
GA,9,3,8709.057773
GA,5,3,11778.40662
GA,6,3,14102.72956
GA,6,2,6541.834266
GA,10,8,58648.68881
GA,9,9,6240.627348
GA,5,4,770.6625212
GA,8,6,7909.332132
GA,7,3,1961.200555
GA,4,3,7969.419516
GA,8,4,4015.11259
GA,7,5,829.6897975
GA,10,6,2113.924358
GA,14,8,69855.00648
GA,9,8,10928.52959
GA,9,4,42223.45643
GA,9,8,13333.67325
GA,8,8,34198.58036
GA,9,5,3848.729112
GA,11,15,38442.32157
GA,10,8,17448.95116
GA,10,5,59842.46439
GA,9,6,8885.229033
GA,11,10,7581.57496
GA,5,4,11373.38648
GA,9,5,150755.0596
GA,3,2,14317.54228
GA,6,4,3016.645597
GA,5,3,2403.648198
GA,10,9,42089.49824
GA,9,13,41885.96203
GA,10,7,14960.18709
GA,8,7,35175.38631
GA,9,5,4183.829329
GA,6,4,11332.01787
GA,7,5,6130.048971
GA,8,5,4363.043895
GA,8,6,27366.29527
GA,7,4,10973.11823
GA,5,3,12876.048
GA,7,8,11728.94441
GA,8,6,10071.21022
GA,8,6,1996.914519
GA,9,9,14272.87036
GA,4,2,8130.392672
GA,8,4,9765.619498
GA,5,2,27195.02553
GA,6,3,2811.117883
GA,9,8,10802.51431
GA,9,7,19092.61782
GA,7,5,25123.86813
GA,8,5,11058.75377
GA,7,7,8009.562904
GA,8,3,2663.656464
GA,9,9,18020.58937
GA,9,5,4412.353655
GA,9,6,12034.41009
GA,8,7,11645.40259
GA,8,5,36894.22342
GA,4,2,3363.900093
GA,10,4,11077.40012
GA,9,5,5144.844687
GA,10,7,43500.05146
GA,8,5,12122.71511
GA,8,9,5610.919263
GA,9,5,5533.78858
GA,8,3,6876.358113
GA,8,5,3474.820952
GA,10,6,9977.40365
GA,10,4,35923.68532
GA,7,5,5136.180076
GA,4,2,12883.89245
GA,7,7,12879.97178
GA,10,15,5371.801297
GA,8,5,2761.669409
GA,8,7,15532.77347
GA,12,7,21371.91092
GA,9,6,34781.37033
GA,8,4,4308.470187
GA,7,7,1450.227288
GA,11,7,30076.71832
GA,6,5,575.9066562
GA,10,6,6476.222885
GA,4,3,2083.929454
GA,7,6,9644.264117
GA,5,4,5098.691454
GA,10,6,41589.90178
GA,9,6,4503.232422
GA,10,7,61532.43444
GA,9,6,3298.923709
GA,10,11,1822.551748
GA,9,7,30462.62432
GA,12,12,28309.55914
GA,12,10,63344.66352
GA,9,6,16146.30914
GA,10,6,6806.470529
GA,7,4,7621.05444
GA,9,5,3707.994933
GA,8,7,22312.05616
GA,11,5,130258.9777
GA,10,9,25645.15721
GA,4,2,9321.959331
GA,9,9,12427.65865
GA,4,3,1030.422202
GA,7,3,41711.72722
GA,8,8,2848.988459
GA,10,4,9765.619498
GA,13,9,45092.70677
GA,7,6,10585.00588
GA,7,4,7032.86387
GA,10,6,18064.47937
GA,10,6,51576.02635
GA,9,7,9353.672525
GA,4,2,4667.245942
GA,9,5,13365.42782
GA,8,8,10317.93395
GA,11,8,3396.548616
GA,8,6,983.4617738
GA,2,2,1824.596921
GA,5,2,7621.05444
GA,7,3,4773.914441
GA,5,3,3199.785386
GA,5,2,1088.417742
GA,8,8,11736.55209
GA,12,5,59613.49814
GA,8,6,7782.977248
GA,3,2,3087.033049
GA,9,7,41236.74667
GA,3,3,10467.65316
GA,10,9,61096.9221
GA,8,8,28939.15404
GA,8,8,14799.6718
GA,9,4,40602.46849
GA,10,5,9174.437962
GA,7,6,16243.68263
GA,10,6,28821.07759
GA,10,5,55977.83342
GA,9,9,5992.753196
GA,5,4,6721.027997
GA,11,7,18558.45445
GA,10,6,11380.91313
GA,9,6,8363.664007
GA,9,7,66817.5997
GA,7,3,10876.58273
GA,10,4,12840.76594
GA,7,4,12997.82103
GA,9,6,7434.129824
GA,11,8,12970.29346
GA,6,5,1202.195216
GA,8,9,24835.26801
GA,10,7,12400.53297
GA,8,4,14853.11152
GA,7,5,11051.29883
GA,10,6,32812.21794
GA,6,5,9177.942598
GA,9,4,18328.5575
GA,7,5,2578.293799
GA,10,6,13305.90688
GA,7,5,19316.67311
GA,8,8,55664.48543
GA,10,9,33521.86945
GA,6,5,8695.291066
GA,8,5,17753.64261
GA,7,5,14110.81918
GA,5,5,11140.87195
GA,8,3,10245.16222
GA,8,4,8709.057773
GA,7,2,25827.95099
GA,8,9,7919.337163
GA,10,10,71473.81075
GA,4,2,5026.859314
GA,9,4,5575.277495
GA,12,7,21880.06814
GA,13,5,93721.34566
GA,9,5,17570.61827
GA,12,4,34144.25828
GA,8,5,11801.25636
GA,5,3,6102.507495
GA,7,5,8211.282253
GA,8,3,17653.3351
GA,10,9,76666.64253
GA,5,3,10599.70478
GA,8,6,8684.96926
GA,8,5,6812.81359
GA,8,10,8864.440189
GA,8,5,2573.706334
GA,6,5,9121.943936
GA,4,3,74621.42907
GA,11,6,81173.90396
GA,4,4,11892.80964
GA,11,8,41283.03292
GA,7,3,20812.49008
GA,9,8,16036.46887
GA,5,2,2631.248019
GA,8,5,24484.58398
GA,11,6,21103.14409
GA,8,5,10747.07712
GA,8,8,11073.66867
GA,11,6,57250.02159
GA,9,6,43077.02082
GA,10,9,28375.88246
GA,9,6,1299.54422
GA,6,3,4591.946492
GA,7,4,521.1260182
GA,3,3,820.2735341
GA,10,10,5622.819334
GA,7,4,27922.85486
GA,8,9,11668.16945
GA,9,8,30755.75405
GA,5,3,1578.962293
GA,9,12,11554.49367
GA,7,4,2778.119721
GA,10,11,11069.94099
GA,8,5,22917.75157
GA,5,3,4229.749536
GA,9,5,23956.86965
GA,10,7,13021.43308
GA,10,5,4111.239835
GA,11,13,39600.17072
GA,8,5,12458.67764
GA,13,6,54632.60341
GA,8,5,16566.81918
GA,9,6,18878.34557
GA,6,6,12447.04424
GA,9,5,3449.505723
GA,9,5,12130.40352
GA,8,10,16609.49669
GA,8,5,2663.656464
GA,5,3,4023.094804
GA,6,5,2321.190464
GA,7,6,14968.43372
GA,6,3,1884.21421
GA,8,5,14183.66624
GA,2,2,7013.637761
GA,4,3,4119.282802
GA,9,7,38974.44128
GA,8,5,14443.68992
GA,12,6,63658.42456
GA,9,7,16400.73237
GA,11,4,100753.6684
GA,9,4,5287.038831
GA,9,9,70808.21151
GA,12,5,32935.47033
GA,9,4,6053.646756
GA,9,4,37850.8833
GA,12,10,45809.27001
GA,5,3,5401.135045
GA,8,5,3523.088631
GA,12,4,18954.1432
GA,9,6,67579.58492
GA,2,2,2172.172796
GA,8,5,15679.13246
GA,10,16,21707.12713
GA,4,3,1679.37356
GA,12,9,2548.522987
GA,10,8,15557.83321
GA,12,8,52381.63193
GA,9,7,11839.37547
GA,10,11,29790.95815
GA,10,6,6978.434057
GA,6,6,5712.322492
GA,7,4,29041.96716
GA,7,6,870.9053752
GA,3,2,10603.38222
GA,6,7,120709.6499
GA,10,5,30467.84789
GA,3,2,8705.616959
GA,8,6,6863.631771
GA,10,7,70372.52793
GA,9,4,95559.11158
GA,10,10,15262.18504
GA,7,5,6901.828648
GA,4,4,14635.64347
GA,7,5,10405.48899
GA,10,8,3697.640376
GA,3,2,8130.392672
GA,9,11,90832.81387
GA,8,12,14252.57934
GA,13,7,20918.44551
GA,10,12,29299.52182
GA,7,3,14574.28737
GA,10,5,9512.775906
GA,11,6,28304.46195
GA,3,2,7190.539291
GA,10,8,21856.67033
GA,8,6,17102.89042
GA,10,7,6828.68128
GA,8,8,16400.73237
GA,8,3,7736.599974
GA,9,6,10256.06817
GA,10,8,26100.47564
GA,8,6,4519.823888
GA,8,4,3096.78361
GA,9,5,7909.332132
GA,8,7,1473.014176
GA,10,6,12447.04424
GA,8,4,2721.855991
GA,5,4,2578.293799
GA,8,7,864.5212909
GA,12,5,35438.90078
GA,7,6,3946.163115
GA,12,5,7720.057584
GA,14,10,111365.5309
GA,4,3,4417.843637
GA,11,10,37699.28956
GA,9,7,14179.61429
GA,13,10,17631.55743
GA,7,8,5584.179508
GA,8,3,7916.000688
GA,6,4,1971.683015
GA,8,4,2325.624786
GA,6,4,12903.5123
GA,6,4,4776.73088
GA,8,5,16023.81385
GA,4,3,3874.98327
GA,6,3,5220.132887
GA,11,10,11999.91487
GA,8,4,43706.16508
GA,5,2,3674.376784
GA,8,8,10954.53061
GA,10,13,9434.880979
GA,4,4,5351.299904
GA,9,6,10096.51653
GA,4,2,6566.888214
GA,5,3,4628.152764
GA,8,6,20335.63582
GA,12,8,8874.832582
GA,7,4,10984.27651
GA,8,6,19907.812
GA,9,7,8633.427725
GA,7,3,12754.65415
GA,4,4,3266.594279
GA,10,4,19388.55479
GA,7,8,27019.09125
GA,2,3,2477.99727
GA,6,5,8285.662634
GA,8,4,6626.51384
GA,8,8,20858.53706
GA,7,7,23879.72926
GA,7,2,3303.906709
GA,8,7,29889.57383
GA,9,8,17444.60945
GA,10,9,33075.05356
GA,7,6,23332.51156
GA,9,13,24063.07138
GA,11,8,39628.70345
GA,10,4,1727.334043
GA,9,8,3052.984738
GA,9,9,2738.227026
GA,5,4,13258.35179
GA,6,5,4847.357052
GA,8,6,7677.105015
GA,6,3,25246.49125
GA,10,10,108655.4959
GA,5,3,1187.989923
GA,4,2,4771.09603
GA,4,3,7000.827235
GA,9,6,8006.213804
GA,7,5,13836.74956
GA,5,7,8479.415063
GA,10,7,15320.33253
GA,10,7,5989.715542
GA,8,3,5167.970645
GA,4,4,13282.12402
GA,7,3,2111.778229
GA,5,4,5121.750741
GA,10,6,21376.55663
GA,7,7,5069.919383
GA,6,2,2834.767997
GA,8,6,9156.927752
GA,11,8,56734.82711
GA,4,2,7716.752301
GA,10,4,17849.76824
GA,9,5,12856.44209
GA,7,5,4319.368069
GA,7,8,9083.511764
GA,11,8,15700.07875
GA,9,7,18068.8719
GA,5,3,18642.69486
GA,9,15,33786.58143
GA,10,9,28780.04145
GA,9,7,11824.12428
GA,11,10,12793.77224
GA,7,6,2032.844577
GA,6,4,24005.12179
GA,7,3,4522.589455
GA,4,2,6570.020445
GA,11,11,51975.20203
GA,10,5,19249.36666
GA,7,4,6523.066869
GA,8,5,2224.391706
GA,3,2,2020.140003
GA,8,4,12015.24468
GA,9,4,8684.96926
GA,9,4,2439.601518
GA,8,9,20066.75476
GA,8,5,13732.43099
GA,9,5,8153.957635
GA,8,8,19532.58488
GA,5,3,26055.8158
GA,6,3,3980.58809
GA,11,6,9174.437962
GA,7,6,1427.557439
GA,8,5,25526.81535
GA,3,2,3817.303226
GA,9,7,9403.076168
GA,10,5,31948.20883
GA,9,10,33021.33331
GA,12,9,27225.22196
GA,11,8,16588.15336
GA,7,6,22015.93399
GA,12,6,33673.07614
GA,8,7,31842.03273
GA,9,9,10482.29757
GA,8,7,26823.50036
GA,8,4,2428.346619
GA,8,7,6796.958209
GA,3,2,3523.088631
GA,8,8,45731.46861
GA,7,8,9822.902896
GA,10,6,18807.1048
GA,9,5,14459.99271
GA,5,2,14676.59157
GA,7,5,60307.74412
GA,6,4,3917.112058
GA,10,6,6781.117987
GA,8,7,1549.825328
GA,9,12,9573.112623
GA,10,7,25827.95099
GA,10,6,48438.30516
GA,6,4,7956.054332
GA,8,3,14738.08702
GA,8,6,8784.907385
GA,8,7,3459.625771
GA,9,7,5892.733426
GA,8,8,55926.60058
GA,10,10,35719.56835
GA,8,5,10526.27829
GA,7,2,14118.90672
GA,11,8,23070.02277
GA,8,5,8902.564429
GA,7,4,5139.066013
GA,9,6,24586.69959
GA,8,5,18887.26098
GA,11,9,33015.99176
GA,6,4,5676.464165
GA,4,3,1757.538724
GA,5,5,25704.3921
GA,10,5,12072.77833
GA,7,4,6345.666135
GA,11,8,55485.66016
GA,13,12,35175.38631
GA,11,4,12149.63338
GA,10,5,16917.84052
GA,7,4,1804.186947
GA,9,8,8380.650524
GA,13,8,37251.33761
GA,8,5,43441.24412
GA,7,8,6749.468855
GA,9,6,15700.07875
GA,9,5,3057.840762
GA,3,4,1892.488784
GA,7,7,5622.819334
GA,10,7,21344.0562
GA,8,5,1822.551748
GA,8,7,22420.49763
GA,11,6,52175.17424
GA,9,10,58220.10561
GA,11,13,20175.9885
GA,10,5,46644.06651
GA,8,2,1545.954201
GA,7,5,1484.453662
GA,13,10,20404.1838
GA,7,4,38810.0345
GA,2,2,6172.973964
GA,8,3,14931.33398
GA,6,6,2185.189707
GA,5,3,23409.05879
GA,7,5,3231.895842
GA,6,4,4229.749536
GA,8,7,69414.44795
GA,10,6,34972.74833
GA,3,2,7460.270394
GA,3,2,639.6781371
GA,9,6,27811.24161
GA,8,7,20445.35441
GA,5,3,5775.252031
GA,8,7,4864.360312
GA,7,5,13072.6468
GA,2,2,1753.499909
GA,8,7,28335.06339
GA,11,8,10625.44587
GA,6,3,5430.519357
GA,6,5,3261.627894
GA,10,4,31070.85692
GA,7,6,20007.67145
GA,13,9,13033.24622
GA,11,6,30619.54107
GA,5,4,3666.632365
GA,7,4,16460.29329
GA,9,7,4742.952541
GA,3,2,5310.375595
GA,12,5,35180.891
GA,11,5,40780.87798
GA,10,11,5365.941465
GA,7,9,2973.2275
GA,2,2,3050.556604
GA,7,6,36194.55817
GA,9,5,2693.867306
GA,7,7,37268.07101
GA,10,6,5284.122838
GA,9,5,14541.6022
GA,5,3,70331.03975
GA,11,9,22095.71235
GA,9,6,32299.25274
GA,6,6,16524.1821
GA,5,3,3477.354503
GA,5,3,7020.044514
GA,7,8,6215.995927
GA,10,12,13096.30404
GA,10,5,15783.95329
GA,6,5,1149.213694
GA,12,8,36871.95436
GA,11,11,8026.309399
GA,10,6,71856.11754
GA,3,3,3723.544855
GA,11,15,104790.1338
GA,9,6,4622.574478
GA,7,6,3446.978955
GA,9,7,9378.363503
GA,9,5,1473.014176
GA,7,4,8698.73052
GA,11,10,11096.05693
GA,10,8,39874.27523
GA,8,7,3394.032594
GA,7,9,7986.138006
GA,3,3,3241.79644
GA,8,6,3411.651018
GA,8,7,29083.12274
GA,11,8,41566.72525
GA,7,3,6283.808313
GA,9,7,12365.69456
GA,8,13,9139.428696
GA,8,5,1184.445816
GA,7,5,2116.073139
GA,10,9,18143.56784
GA,9,9,10398.18386
GA,12,5,10713.85981
GA,8,4,7248.756057
GA,7,7,133170.6973
GA,12,8,10621.76918
GA,7,8,58388.84101
GA,10,6,28273.86696
GA,7,5,1741.407478
GA,9,6,8316.155629
GA,6,3,28774.91158
GA,9,5,12653.13975
GA,8,5,578.6931482
GA,10,4,1820.509172
GA,3,3,9847.999679
GA,8,5,4695.239183
GA,5,6,51837.89067
GA,8,5,7443.927489
GA,7,3,3653.737879
GA,11,6,6059.746844
GA,4,3,3599.748076
